3074.6592338561563	9405.039930182009	3039.3549659950804	7496.807000024491	4322.753652810273	2186.0718730450344	2149.554645077545	174.06877186178195	4626.303656219087	2163.121300866141
6387.389068782073	9818.467490114133	7692.83471779349	5848.060207568811	1152.5194775999837	3879.087472052741	2876.6308238077177	9038.220778541689	5214.461233806948	3395.001574805134
1446.357141385514	5007.881122485233	7549.344870624505	5506.651707027001	8966.359858274625	5559.045341669746	9195.398039046646	6190.170464274875	6760.665366118457	2837.8734977201684
1544.9294148573645	2782.4238091353445	7944.374674771228	8175.995584398323	5982.901003070902	6928.252090429898	1404.2364060005996	2484.3275513931944	1854.7604893986443	7018.299683765362
6142.48850279332	3922.767310371596	129.54544621811155	5797.319466561431	9691.179515247326	4649.583274285612	8429.190241459855	9157.53147071152	4018.873088125962	1522.037594432018
6068.540743762252	3475.5301491831206	3839.762120763264	9179.557738610083	6274.379215437087	8450.959277270942	3399.107390468556	59.202288200651836	3643.655323360933	9792.114574538904
102.20424469420456	4548.00916340835	4159.790942942172	9150.371396470826	2942.18155027647	453.9227751514359	5170.573063188387	949.8208080461161	5979.369630414378	1306.5880311188014
8913.61790854619	6749.781804918102	2128.7829738555274	4625.447901514172	5510.3713471801475	377.8931791305352	2073.2624606669374	7276.4818031843615	6692.323557310174	1046.409712933116
6353.284130611364	9352.694580836076	9526.234308975134	2673.638449527409	4502.756840584675	6023.153951115515	2402.2579759968785	1759.6323027497647	9546.495127227035	3643.4516912060326
8725.074965459113	2103.4323626652185	3996.1315065701633	1289.9810882220681	7050.888840530946	9913.28506867263	2550.8424165257184	2645.0763953689184	661.6356588360184	6261.029321980729
