1495.962714136128	9669.901938504672	8499.200423332075	2085.1860760972195	4848.762728019667	3152.7498020357198	9297.256747567642	9020.77529880899	9280.113763566063	67.74899958890819
3287.2643976607105	2645.947156149395	5192.778709487261	9118.300410163738	3371.8626534469427	6180.259991259867	1626.584781692634	9705.667049781234	912.7654006484622	5990.305902301958
9626.24851121556	4671.698057073931	7754.36898178588	3297.487632609113	6342.888098484834	8106.689525554697	899.3582164021851	4599.731085252438	5246.03840465987	8728.410734554931
6786.494947699489	2319.2352464385335	6468.522729535832	7086.871802387682	177.63332721125676	9846.065288464759	593.3429325814698	8307.148724273551	7199.897926088764	8890.860185816278
4201.34697838694	8924.438441057137	4339.405340011539	4526.671725070118	137.8839024001628	1077.249848636072	3945.064104172204	2310.0942808881914	4607.733936356008	4174.348406247893
2745.621631896236	7544.060252314614	5714.387744764059	500.1681315468024	8135.722557579133	9805.594125780253	6629.799722367952	7907.313774037429	9461.237776957838	399.90097242220725
7836.504188966768	4838.586544116001	5531.723015987213	4704.056012647957	4316.607127912798	7429.219807517599	5969.088307463461	7800.762994454585	1491.6743962421945	3242.694107493266
6228.740932553112	9354.100410136432	8631.811297112321	4433.142726097425	1137.852060117138	5135.514360150011	7564.15476117678	5339.498369927378	3809.981306814616	4426.925424234867
2524.1587820762115	8054.374750089948	7864.9261405349935	6478.263930362213	4199.718560029824	3834.81950503262	635.3999706120926	9434.350409703302	3950.104259245803	6069.381458089004
3107.7393376096393	463.91795105823627	7631.6922680976895	4430.074931562903	916.0513387713021	8612.29345765663	634.7642735329661	7957.131546893829	9871.983249067054	6865.59217871868
